"initial_alias","converted_alias","name","description","namespace"
"7763","ENSG00000107372","ZFAND5","zinc finger AN1-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13008]","ENTREZGENE_ACC"
"105376080","None","None","None",""
"117531","ENSG00000165091","TMC1","transmembrane channel like 1 [Source:HGNC Symbol;Acc:HGNC:16513]","ENTREZGENE_ACC"
"101927234","None","None","None",""
"101927191","None","None","None",""
"101927258","ENSG00000236849","LINC01474","long intergenic non-protein coding RNA 1474 [Source:HGNC Symbol;Acc:HGNC:51111]","ENTREZGENE_ACC"
"216","ENSG00000165092","ALDH1A1","aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]","ENTREZGENE_ACC"
"105376081","None","None","None",""
"301","ENSG00000135046","ANXA1","annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]","ENTREZGENE_ACC"
"105376082","None","None","None",""
"101927281","None","None","None",""
"105376084","None","None","None",""
"105376083","None","None","None",""
"102723850","None","None","None",""
"105376085","None","None","None",""
"105376086","None","None","None",""
"101927329","None","None","None",""
"105376087","None","None","None",""
"101927358","ENSG00000227809","None","novel transcript","ENTREZGENE_ACC"
"103752585","None","None","None",""
"6096","ENSG00000198963","RORB","RAR related orphan receptor B [Source:HGNC Symbol;Acc:HGNC:10259]","ENTREZGENE_ACC"
"105376088","None","None","None",""
"140803","ENSG00000119121","TRPM6","transient receptor potential cation channel subfamily M member 6 [Source:HGNC Symbol;Acc:HGNC:17995]","ENTREZGENE_ACC"
"55071","ENSG00000135045","C9orf40","chromosome 9 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:23433]","ENTREZGENE_ACC"
"101927380","None","None","None",""
"138199","ENSG00000156017","CARNMT1","carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435]","ENTREZGENE_ACC"
"54981","ENSG00000106733","NMRK1","nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]","ENTREZGENE_ACC"
"26578","ENSG00000134996","OSTF1","osteoclast stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:8510]","ENTREZGENE_ACC"
"105376090","None","None","None",""
"107987080","None","None","None",""
"105376091","None","None","None",""
"5125","ENSG00000099139","PCSK5","proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:HGNC:8747]","ENTREZGENE_ACC"
"55312","ENSG00000135002","RFK","riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]","ENTREZGENE_ACC"
"653162","None","None","None",""
"2650","ENSG00000187210","GCNT1","glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203]","ENTREZGENE_ACC"
"105376093","None","None","None",""
"105376095","None","None","None",""
"158471","ENSG00000106772","PRUNE2","prune homolog 2 with BCH domain [Source:HGNC Symbol;Acc:HGNC:25209]","ENTREZGENE_ACC"
"50652","ENSG00000225937","PCA3","prostate cancer associated 3 [Source:HGNC Symbol;Acc:HGNC:8637]","ENTREZGENE_ACC"
"442425","ENSG00000204612","FOXB2","forkhead box B2 [Source:HGNC Symbol;Acc:HGNC:23315]","ENTREZGENE_ACC"
"105376096","None","None","None",""
"100286938","None","None","None",""
"23230","ENSG00000197969","VPS13A","vacuolar protein sorting 13 homolog A [Source:HGNC Symbol;Acc:HGNC:1908]","ENTREZGENE_ACC"
"9630","ENSG00000156049","GNA14","G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]","ENTREZGENE_ACC"
"101927422","None","None","None",""
"2776","ENSG00000156052","GNAQ","G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]","ENTREZGENE_ACC"
"107987081","None","None","None",""
"107987031","None","None","None",""
"84131","ENSG00000148019","CEP78","centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740]","ENTREZGENE_ACC"
"29968","ENSG00000135069","PSAT1","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]","ENTREZGENE_ACC"
"107987083","None","None","None",""
"105376097","None","None","None",""
"101927450","ENSG00000260995","None","novel transcript","ENTREZGENE_ACC"
"102723932","None","None","None",""
"7091","ENSG00000106829","TLE4","TLE family member 4, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11840]","ENTREZGENE_ACC"
"101927477","None","None","None",""
"105376101","None","None","None",""
"105376100","None","None","None",""
"105376099","None","None","None",""
"105376103","None","None","None",""
"107987084","None","None","None",""
"105376105","None","None","None",""
"107987085","None","None","None",""
"7088","ENSG00000196781","TLE1","TLE family member 1, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11837]","ENTREZGENE_ACC"
"105376106","None","None","None",""
"101927502","ENSG00000233926","TLE1-DT","TLE1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55701]","ENTREZGENE_ACC"
"105376108","None","None","None",""
"347127","ENSG00000291172","SPATA31D5P","SPATA31 subfamily D member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:38602]","ENTREZGENE_ACC"
"389761","ENSG00000189357","SPATA31D4","SPATA31 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:38601]","ENTREZGENE_ACC"
"389762","ENSG00000186788","SPATA31D3","SPATA31 subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:38603]","ENTREZGENE_ACC"
"105376107","None","None","None",""
"389763","ENSG00000214929","SPATA31D1","SPATA31 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:37283]","ENTREZGENE_ACC"
"112268046","None","None","None",""
"107987086","None","None","None",""
"107987087","None","None","None",""
"105376110","None","None","None",""
"158158","ENSG00000165105","RASEF","RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:HGNC:26464]","ENTREZGENE_ACC"
"112268037","None","None","None",""
"102723989","None","None","None",""
"257019","ENSG00000172159","FRMD3","FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]","ENTREZGENE_ACC"
"414328","ENSG00000148057","IDNK","IDNK gluconokinase [Source:HGNC Symbol;Acc:HGNC:31367]","ENTREZGENE_ACC"
"29979","ENSG00000135018","UBQLN1","ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]","ENTREZGENE_ACC"
"105376114","ENSG00000254473","UBQLN1-AS1","UBQLN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55518]","ENTREZGENE_ACC"
"80318","ENSG00000165113","GKAP1","G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:17496]","ENTREZGENE_ACC"
"101927552","None","None","None",""
"55582","ENSG00000165115","KIF27","kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]","ENTREZGENE_ACC"
"105376335","None","None","None",""
"84267","ENSG00000165118","QNG1","Q-nucleotide N-glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:28144]","ENTREZGENE_ACC"
"3190","ENSG00000165119","HNRNPK","heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:HGNC:5044]","ENTREZGENE_ACC"
"407043","ENSG00000284179","MIR7-1","microRNA 7-1 [Source:HGNC Symbol;Acc:HGNC:31638]","ENTREZGENE_ACC"
"80010","ENSG00000178966","RMI1","RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]","ENTREZGENE_ACC"
"101927575","ENSG00000227463","None","novel transcript","ENTREZGENE_ACC"
"64078","ENSG00000197506","SLC28A3","solute carrier family 28 member 3 [Source:HGNC Symbol;Acc:HGNC:16484]","ENTREZGENE_ACC"
"105376116","None","None","None",""
"102724036","None","None","None",""
"4915","ENSG00000148053","NTRK2","neurotrophic receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:8032]","ENTREZGENE_ACC"
"105376118","None","None","None",""
"107987088","None","None","None",""
"105376119","None","None","None",""
"105376121","ENSG00000285634","None","Novel transcript","ENTREZGENE_ACC"
"101927603","None","None","None",""
"23287","ENSG00000135049","AGTPBP1","ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258]","ENTREZGENE_ACC"
"102724057","None","None","None",""
"389765","None","None","None",""
"60560","ENSG00000135040","NAA35","N-alpha-acetyltransferase 35, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:24340]","ENTREZGENE_ACC"
"51280","ENSG00000135052","GOLM1","golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]","ENTREZGENE_ACC"
"101927623","None","None","None",""
"389766","ENSG00000187753","C9orf153","chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:HGNC:31456]","ENTREZGENE_ACC"
"81689","ENSG00000135070","ISCA1","iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:HGNC:28660]","ENTREZGENE_ACC"
"79670","ENSG00000083223","TUT7","terminal uridylyl transferase 7 [Source:HGNC Symbol;Acc:HGNC:25817]","ENTREZGENE_ACC"
"102724080","None","None","None",""
"105376123","None","None","None",""
"105376124","ENSG00000285686","LINC02834","long intergenic non-protein coding RNA 2834 [Source:HGNC Symbol;Acc:HGNC:54368]","ENTREZGENE_ACC"
"2619","ENSG00000180447","GAS1","growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]","ENTREZGENE_ACC"
"100506834","ENSG00000226237","GAS1RR","GAS1 adjacent regulatory RNA [Source:HGNC Symbol;Acc:HGNC:52261]","ENTREZGENE_ACC"
"440173","ENSG00000269994","LINC02893","long intergenic non-protein coding RNA 2893 [Source:HGNC Symbol;Acc:HGNC:55359]","ENTREZGENE_ACC"
"494127","None","None","None",""
"401535","ENSG00000204446","LINC02872","long intergenic non-protein coding RNA 2872 [Source:HGNC Symbol;Acc:HGNC:33817]","ENTREZGENE_ACC"
"105376126","None","None","None",""
"107987090","None","None","None",""
"105376127","None","None","None",""
"1612","ENSG00000196730","DAPK1","death associated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:2674]","ENTREZGENE_ACC"
"100506897","ENSG00000236709","DAPK1-IT1","DAPK1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:43591]","ENTREZGENE_ACC"
"1514","ENSG00000135047","CTSL","cathepsin L [Source:HGNC Symbol;Acc:HGNC:2537]","ENTREZGENE_ACC"
"392360","ENSG00000290757","CTSL3P","cathepsin L family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33132]","ENTREZGENE_ACC"
"112267903","None","None","None",""
"1518","None","None","None",""
"392364","None","None","None",""
"107987091","ENSG00000290883","None","novel transcript","ENTREZGENE_ACC"
"497256","None","None","None",""
"286234","ENSG00000177992","SPATA31E1","SPATA31 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:26672]","ENTREZGENE_ACC"
"441452","ENSG00000230246","SPATA31C1","SPATA31 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:27846]","ENTREZGENE_ACC"
"23552","ENSG00000156345","CDK20","cyclin dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]","ENTREZGENE_ACC"
"105376131","None","None","None",""
"102724156","ENSG00000287750","LINC03026","long intergenic non-protein coding RNA 3026 [Source:HGNC Symbol;Acc:HGNC:56164]","ENTREZGENE_ACC"
"645961","ENSG00000177910","SPATA31C2","SPATA31 subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:24508]","ENTREZGENE_ACC"
"10927","ENSG00000106723","SPIN1","spindlin 1 [Source:HGNC Symbol;Acc:HGNC:11243]","ENTREZGENE_ACC"
"105376134","None","None","None",""
"158046","ENSG00000130045","NXNL2","nucleoredoxin like 2 [Source:HGNC Symbol;Acc:HGNC:30482]","ENTREZGENE_ACC"
"286238","None","None","None",""
"105376135","None","None","None",""
"100423015","ENSG00000265873","MIR4289","microRNA 4289 [Source:HGNC Symbol;Acc:HGNC:38278]","ENTREZGENE_ACC"
"286223","None","None","None",""
"1903","ENSG00000213694","S1PR3","sphingosine-1-phosphate receptor 3 [Source:HGNC Symbol;Acc:HGNC:3167]","ENTREZGENE_ACC"
"53358","ENSG00000148082","SHC3","SHC adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:18181]","ENTREZGENE_ACC"
"105376136","None","None","None",""
"1164","ENSG00000123975","CKS2","CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]","ENTREZGENE_ACC"
"100422936","ENSG00000265112","MIR3153","microRNA 3153 [Source:HGNC Symbol;Acc:HGNC:38289]","ENTREZGENE_ACC"
"79048","ENSG00000187742","SECISBP2","SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]","ENTREZGENE_ACC"
"10507","ENSG00000187764","SEMA4D","semaphorin 4D [Source:HGNC Symbol;Acc:HGNC:10732]","ENTREZGENE_ACC"
"105376137","None","None","None",""
"105376139","None","None","None",""
"10912","ENSG00000130222","GADD45G","growth arrest and DNA damage inducible gamma [Source:HGNC Symbol;Acc:HGNC:4097]","ENTREZGENE_ACC"
"100129066","ENSG00000237372","LINC03062","long intergenic non-protein coding RNA 3062 [Source:HGNC Symbol;Acc:HGNC:56369]","ENTREZGENE_ACC"
"102724237","None","None","None",""
"105376140","None","None","None",""
"107987032","None","None","None",""
"101927823","None","None","None",""
"101927847","None","None","None",""
"286370","ENSG00000227555","MIR4290HG","MIR4290 host gene [Source:HGNC Symbol;Acc:HGNC:27861]","ENTREZGENE_ACC"
"100422963","ENSG00000263967","MIR4290","microRNA 4290 [Source:HGNC Symbol;Acc:HGNC:38360]","ENTREZGENE_ACC"
"105376142","None","None","None",""
"101927873","ENSG00000231107","LINC01508","long intergenic non-protein coding RNA 1508 [Source:HGNC Symbol;Acc:HGNC:51190]","ENTREZGENE_ACC"
"340515","ENSG00000229613","LINC01501","long intergenic non-protein coding RNA 1501 [Source:HGNC Symbol;Acc:HGNC:27988]","ENTREZGENE_ACC"
"54769","ENSG00000165023","DIRAS2","DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]","ENTREZGENE_ACC"
"6850","ENSG00000165025","SYK","spleen associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11491]","ENTREZGENE_ACC"
"105379829","None","None","None",""
"105376143","None","None","None",""
"100507103","None","None","None",""
"105376144","ENSG00000260454","LINC02957","long intergenic non-protein coding RNA 2957 [Source:HGNC Symbol;Acc:HGNC:55977]","ENTREZGENE_ACC"
"100129316","None","None","None",""
"100129347","ENSG00000229694","LINC00484","long intergenic non-protein coding RNA 484 [Source:NCBI gene (formerly Entrezgene);Acc:100129347]","ENTREZGENE_ACC"
"549","ENSG00000148090","AUH","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]","ENTREZGENE_ACC"
"4783","ENSG00000165030","NFIL3","nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]","ENTREZGENE_ACC"
"105376146","None","None","None",""
"100500821","ENSG00000266855","MIR3910-1","microRNA 3910-1 [Source:HGNC Symbol;Acc:HGNC:38966]","ENTREZGENE_ACC"
"100500902","ENSG00000283351","MIR3910-2","microRNA 3910-2 [Source:HGNC Symbol;Acc:HGNC:38952]","ENTREZGENE_ACC"
"105376147","None","None","None",""
"4920","ENSG00000169071","ROR2","receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]","ENTREZGENE_ACC"
"101927935","None","None","None",""
"105376148","None","None","None",""
"107987094","None","None","None",""
"10558","ENSG00000090054","SPTLC1","serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]","ENTREZGENE_ACC"
"100128076","None","None","None",""
"158314","None","None","None",""
"112268047","None","None","None",""
"138652","None","None","None",""
"112268048","None","None","None",""
"3376","ENSG00000196305","IARS1","isoleucyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:5330]","ENTREZGENE_ACC"
"100500918","ENSG00000281156","MIR3651","microRNA 3651 [Source:HGNC Symbol;Acc:HGNC:38897]","ENTREZGENE_ACC"
"100124534","ENSG00000239183","SNORA84","small nucleolar RNA, H/ACA box 84 [Source:HGNC Symbol;Acc:HGNC:33615]","ENTREZGENE_ACC"
"55035","ENSG00000198000","NOL8","nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]","ENTREZGENE_ACC"
"401541","ENSG00000188312","CENPP","centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933]","ENTREZGENE_ACC"
"4969","ENSG00000106809","OGN","osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]","ENTREZGENE_ACC"
"4958","ENSG00000127083","OMD","osteomodulin [Source:HGNC Symbol;Acc:HGNC:8134]","ENTREZGENE_ACC"
"54829","ENSG00000106819","ASPN","asporin [Source:HGNC Symbol;Acc:HGNC:14872]","ENTREZGENE_ACC"
"1842","ENSG00000106823","ECM2","extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3154]","ENTREZGENE_ACC"
"100616351","ENSG00000264158","MIR4670","microRNA 4670 [Source:HGNC Symbol;Acc:HGNC:41862]","ENTREZGENE_ACC"
"64768","ENSG00000127080","IPPK","inositol-pentakisphosphate 2-kinase [Source:HGNC Symbol;Acc:HGNC:14645]","ENTREZGENE_ACC"
"100128361","None","None","None",""
"107987095","None","None","None",""
"23299","ENSG00000185963","BICD2","BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]","ENTREZGENE_ACC"
"101929748","ENSG00000288062","None","novel transcript","ENTREZGENE_ACC"
"138649","None","None","None",""
"83744","ENSG00000127081","ZNF484","zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]","ENTREZGENE_ACC"
"642943","None","None","None",""
"89846","ENSG00000127084","FGD3","FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]","ENTREZGENE_ACC"
"101927954","None","None","None",""
"203328","ENSG00000157303","SUSD3","sushi domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28391]","ENTREZGENE_ACC"
"101927993","ENSG00000223446","None","novel transcript","ENTREZGENE_ACC"
"84270","ENSG00000165233","CARD19","caspase recruitment domain family member 19 [Source:HGNC Symbol;Acc:HGNC:28148]","ENTREZGENE_ACC"
"4814","ENSG00000131669","NINJ1","ninjurin 1 [Source:HGNC Symbol;Acc:HGNC:7824]","ENTREZGENE_ACC"
"65268","ENSG00000165238","WNK2","WNK lysine deficient protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14542]","ENTREZGENE_ACC"
"445577","None","None","None",""
"107987097","None","None","None",""
"158293","ENSG00000188938","FAM120AOS","family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]","ENTREZGENE_ACC"
"23196","ENSG00000048828","FAM120A","family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]","ENTREZGENE_ACC"
"5253","ENSG00000197724","PHF2","PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]","ENTREZGENE_ACC"
"100847045","ENSG00000283146","MIR548AU","microRNA 548au [Source:HGNC Symbol;Acc:HGNC:43483]","ENTREZGENE_ACC"
"107987098","None","None","None",""
"100422927","ENSG00000265347","MIR4291","microRNA 4291 [Source:HGNC Symbol;Acc:HGNC:38267]","ENTREZGENE_ACC"
"101928014","None","None","None",""
"56033","ENSG00000131668","BARX1","BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]","ENTREZGENE_ACC"
"101928040","ENSG00000235601","BARX1-DT","BARX1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:50673]","ENTREZGENE_ACC"
"138639","ENSG00000158079","PTPDC1","protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]","ENTREZGENE_ACC"
"107987099","None","None","None",""
"406881","ENSG00000199165","MIRLET7A1","microRNA let-7a-1 [Source:HGNC Symbol;Acc:HGNC:31476]","ENTREZGENE_ACC"
"406888","ENSG00000199072","MIRLET7F1","microRNA let-7f-1 [Source:HGNC Symbol;Acc:HGNC:31483]","ENTREZGENE_ACC"
"158257","ENSG00000230262","LINC02603","long intergenic non-protein coding RNA 2603 [Source:HGNC Symbol;Acc:HGNC:37186]","ENTREZGENE_ACC"
"406886","ENSG00000199133","MIRLET7D","microRNA let-7d [Source:HGNC Symbol;Acc:HGNC:31481]","ENTREZGENE_ACC"
"169841","ENSG00000175787","ZNF169","zinc finger protein 169 [Source:HGNC Symbol;Acc:HGNC:12957]","ENTREZGENE_ACC"
"105376154","None","None","None",""
